Iteration,Fitness
0,0.04241606697903821
1,0.0460854673058543
2,0.049881919185961125
3,0.053584845076211994
4,0.057063511772927865
5,0.060227026127659
6,0.06289409687988808
7,0.06574001355288071
8,0.06863948490943866
9,0.07101007181026679
10,0.07210382531691727
11,0.07417658287459178
12,0.07568590087650397
13,0.07760948002653204
14,0.07939105689188106
15,0.08088624258850247
16,0.0822039330696245
17,0.0827105379587469
18,0.08334168034309443
19,0.08458350801443722
20,0.08394090414443353
21,0.08498832641978295
22,0.08583701553146528
23,0.08541993945481527
24,0.0848234340617281
25,0.08649222867989707
26,0.08748605960420079
27,0.0880284431440407
28,0.09036472803799946
29,0.09028076100528742
30,0.09212937722324563
31,0.09378326123254509
32,0.09480883041065016
33,0.0962848091519662
34,0.09610716501735996
35,0.09696803508369989
36,0.0974711499774172
37,0.09707073683155959
38,0.098456956865869
39,0.0989649861217992
40,0.1004182671837439
41,0.1021373972143253
42,0.10414547022466668
43,0.1074622112102009
44,0.1127343552663708
45,0.11743350851324616
46,0.11883764637666086
47,0.1212846854583456
48,0.12372301462249266
49,0.1247721010652498
50,0.12424201047606863
51,0.12265936853105115
52,0.11967210602451868
53,0.11700400808731061
54,0.11623626142781708
55,0.11524974491906566
56,0.11507419084115388
57,0.1169101403406061
58,0.11770139011351667
59,0.11735789173386454
60,0.11961739755733675
61,0.12101578575029992
62,0.12306179176168074
63,0.12339626191189637
64,0.1241055924145764
65,0.12723424248588333
66,0.1270654747129444
67,0.1269287633751289
68,0.12576176566581837
69,0.127376232685674
70,0.12771199383559012
71,0.12621132251395428
72,0.1254573772658853
73,0.12626683671301028
74,0.1260879305075569
75,0.12410039038405367
76,0.12304494425247363
77,0.12414460316209304
78,0.12386859187202236
79,0.12311325156914675
80,0.12541364752279133
81,0.12546726181712364
82,0.12366517221250328
83,0.12208471340554297
84,0.12333826176006145
85,0.12327192405570761
86,0.12502048887144862
87,0.12440857188557769
88,0.12296869042838145
89,0.12280461844848693
90,0.12529606616793246
91,0.12556439760880422
92,0.12460375311203402
93,0.1240665844770908
94,0.1236228552639773
95,0.12262906766519674
96,0.12165343372711418
97,0.12218136562378769
98,0.12104160329390508
99,0.11985936980960751
100,0.12013650744828087
101,0.12222035520679769
102,0.12159771266768526
103,0.12175221052386995
104,0.12243726269244411
105,0.12183913626154778
106,0.12267362892569274
107,0.12253831489235033
108,0.12137525101015098
109,0.1206895898252358
110,0.12094459698923578
111,0.12106079408462062
112,0.12091367227079175
113,0.12110563172226119
114,0.12130617917805137
115,0.120874505409885
116,0.12037682604038823
117,0.12069810261602262
118,0.12031838269199362
119,0.12133332201295427
120,0.12103113815105465
121,0.12125794655763816
122,0.11908629795379669
123,0.12007221014810121
124,0.12128134220945279
125,0.12102583793399115
126,0.12083349299169592
127,0.12041835375439909
128,0.12150222924706255
129,0.1201758502328246
130,0.12059824473760374
131,0.12114379277806264
132,0.12258294891626234
133,0.12253900899204546
134,0.12301750037202501
135,0.12175569523858988
136,0.12053519417283853
137,0.12181739227392825
138,0.12120699153460449
139,0.12083061776224721
140,0.12152368046389656
141,0.12060888532406996
142,0.12146521254748849
143,0.12069439631038448
144,0.12104585623388714
145,0.1206730931548655
146,0.1228755695987081
147,0.12179685729923007
148,0.12109618431577415
149,0.1199419476277253
150,0.11975284910499806
151,0.12053524176705287
152,0.12056264308076808
153,0.11958229715062925
154,0.11940584432673955
155,0.1201130284565407
156,0.12039192551618226
157,0.11853034689235191
158,0.12025236359327231
159,0.1206554756287501
160,0.12212997008346087
161,0.12038449341476165
162,0.1187306839779247
163,0.11955996584994459
164,0.1190954990666502
165,0.12106984495411552
166,0.1207065139958143
167,0.12055136709498245
168,0.12097829773729735
169,0.12076178437473051
170,0.12122339937638253
171,0.12175892748885239
172,0.12009887100564345
173,0.1201781659782186
174,0.12080362071498912
175,0.11972850273843708
176,0.11851366461799094
177,0.11976628914474718
178,0.12028754120022798
179,0.11884001202081286
180,0.1177418435441663
181,0.11795876702917055
182,0.11813851377884055
183,0.11881725328040543
184,0.1192936806089573
185,0.11899126674562632
186,0.11939456653409883
187,0.12114005497606282
188,0.12187460787999055
189,0.12216714213124602
190,0.12204127898882401
191,0.12227690312840883
192,0.12249000412146999
193,0.12290951289862757
194,0.12121145525194488
195,0.12203182230104563
196,0.12136401899028129
197,0.11967591025717952
198,0.12024161423509445
199,0.12053278276138818
200,0.12066935467306891
201,0.12208679410175897
202,0.12003180325176296
203,0.12123634499869373
204,0.12040469441217877
205,0.12088898913371272
206,0.12009220439965711
207,0.11980097108756857
208,0.12047426928109699
209,0.12031225095024153
210,0.12123990567084737
211,0.12081065514012805
212,0.12215916872674029
213,0.12143525310945356
214,0.12045234003967197
215,0.12070804075785622
216,0.12115421503405738
217,0.12141569073502274
218,0.12144788711992849
219,0.12128881636260905
220,0.12226734475808308
221,0.1220965613943492
222,0.12166212471953557
223,0.12096635671389402
224,0.12108158673266485
225,0.1199799353758545
226,0.1210707548228773
227,0.12033176264766629
228,0.12114804087933599
229,0.12111329017165608
230,0.12072663861875033
231,0.11943105837495759
232,0.11912052978800881
233,0.12035702709022356
234,0.12056785701069049
235,0.12060780696781824
236,0.1203933486100813
237,0.12115637338056588
238,0.1222506035613262
239,0.12130631104715892
240,0.12103994981103681
241,0.12093991036061319
242,0.12118764163338305
243,0.12038636589329038
