Training Accuracy,Testing Accuracy
40.303842716711344,55.208333333333336
40.21447721179624,55.833333333333336
40.21447721179624,55.833333333333336
40.21447721179624,56.041666666666664
40.21447721179624,56.041666666666664
41.8230563002681,35.208333333333336
41.46559428060769,32.29166666666667
41.46559428060769,32.29166666666667
41.10813226094727,32.29166666666667
41.8230563002681,29.791666666666668
41.8230563002681,29.583333333333332
41.28686327077748,34.791666666666664
40.92940125111707,33.75
40.92940125111707,33.33333333333333
40.92940125111707,36.25
40.92940125111707,36.25
40.92940125111707,36.25
40.92940125111707,36.25
40.92940125111707,36.25
40.92940125111707,36.25
41.10813226094727,35.833333333333336
41.10813226094727,35.833333333333336
40.21447721179624,44.166666666666664
40.303842716711344,41.041666666666664
40.57193923145665,39.166666666666664
40.48257372654155,41.458333333333336
40.48257372654155,41.458333333333336
40.48257372654155,41.458333333333336
40.48257372654155,41.458333333333336
40.12511170688114,47.291666666666664
40.66130473637176,47.5
40.21447721179624,47.083333333333336
40.21447721179624,47.083333333333336
40.12511170688114,47.083333333333336
40.21447721179624,47.083333333333336
40.21447721179624,47.083333333333336
40.21447721179624,47.083333333333336
40.48257372654155,47.91666666666667
40.39320822162645,44.583333333333336
40.48257372654155,47.708333333333336
40.48257372654155,47.91666666666667
40.39320822162645,47.91666666666667
41.01876675603217,47.5
40.48257372654155,47.91666666666667
40.48257372654155,47.91666666666667
40.12511170688114,49.166666666666664
40.12511170688114,49.166666666666664
40.03574620196604,53.125
37.44414655942806,67.91666666666667
40.12511170688114,49.166666666666664
40.12511170688114,48.541666666666664
40.12511170688114,49.166666666666664
40.12511170688114,49.166666666666664
40.12511170688114,48.333333333333336
40.12511170688114,48.75
40.12511170688114,49.166666666666664
39.67828418230563,48.95833333333333
39.67828418230563,48.95833333333333
39.67828418230563,49.166666666666664
39.67828418230563,49.166666666666664
39.67828418230563,49.166666666666664
39.85701519213583,49.791666666666664
39.85701519213583,49.791666666666664
39.85701519213583,49.791666666666664
39.85701519213583,49.791666666666664
39.85701519213583,49.791666666666664
39.85701519213583,49.791666666666664
38.15907059874888,61.25000000000001
38.15907059874888,61.25000000000001
38.42716711349419,59.791666666666664
38.96336014298481,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,57.91666666666667
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
39.23145665773012,58.12500000000001
34.495084897229674,76.66666666666667
34.495084897229674,76.66666666666667
34.495084897229674,76.66666666666667
34.495084897229674,76.66666666666667
33.78016085790885,78.75
34.495084897229674,76.66666666666667
34.584450402144775,76.25
34.495084897229674,76.66666666666667
34.405719392314566,80.20833333333334
34.405719392314566,80.20833333333334
34.405719392314566,80.20833333333334
34.405719392314566,80.20833333333334
34.405719392314566,80.20833333333334
34.226988382484365,80.20833333333334
38.8739946380697,51.24999999999999
34.405719392314566,80.20833333333334
34.405719392314566,80.20833333333334
34.405719392314566,82.91666666666667
34.405719392314566,82.91666666666667
34.405719392314566,82.91666666666667
34.405719392314566,82.91666666666667
34.584450402144775,82.91666666666667
34.763181411974976,83.125
34.405719392314566,82.91666666666667
33.86952636282395,89.58333333333334
33.86952636282395,89.58333333333334
33.86952636282395,89.58333333333334
33.86952636282395,89.375
34.048257372654156,96.25
43.61036639857015,32.5
33.86952636282395,89.375
33.86952636282395,89.375
33.51206434316354,93.95833333333333
33.51206434316354,93.95833333333333
33.51206434316354,93.95833333333333
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
34.316353887399465,88.54166666666666
41.64432529043789,41.041666666666664
41.64432529043789,41.041666666666664
33.51206434316354,91.04166666666667
42.35924932975871,34.166666666666664
33.42269883824844,90.83333333333333
33.51206434316354,91.04166666666667
33.51206434316354,91.04166666666667
33.42269883824844,90.83333333333333
33.51206434316354,91.04166666666667
33.51206434316354,91.04166666666667
33.60142984807864,92.08333333333333
33.60142984807864,99.16666666666667
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
32.88650580875782,87.29166666666667
33.78016085790885,91.66666666666666
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
33.60142984807864,92.08333333333333
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.51206434316354,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.51206434316354,99.16666666666667
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.42269883824844,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.690795352993746,98.125
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.60142984807864,98.75
33.33333333333333,97.08333333333333
33.60142984807864,98.75
33.51206434316354,98.95833333333334
33.60142984807864,98.75
44.23592493297587,80.41666666666667
33.60142984807864,97.29166666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
45.30831099195711,77.70833333333333
38.605898123324394,84.375
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.32529043789097,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.83333333333333
44.23592493297587,80.41666666666667
45.0402144772118,70.83333333333334
44.23592493297587,80.625
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
44.23592493297587,80.41666666666667
43.87846291331546,81.45833333333333
44.23592493297587,81.04166666666667
44.50402144772118,80.41666666666667
44.23592493297587,81.04166666666667
44.32529043789097,80.41666666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
46.29133154602324,67.29166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
33.60142984807864,98.125
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
33.51206434316354,99.16666666666667
44.23592493297587,81.04166666666667
44.23592493297587,81.04166666666667
38.6952636282395,92.91666666666667
44.23592493297587,81.04166666666667
33.78016085790885,99.375
44.23592493297587,81.25
44.23592493297587,81.04166666666667
44.32529043789097,81.04166666666667
44.41465594280608,81.04166666666667
44.68275245755138,77.91666666666667
57.28328865058088,15.0
44.41465594280608,81.04166666666667
46.91689008042895,77.5
47.00625558534406,76.04166666666666
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
60.768543342269886,10.625
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.91689008042895,77.5
46.64879356568365,78.95833333333333
50.75960679177838,55.625
46.64879356568365,78.95833333333333
46.82752457551385,78.54166666666667
46.64879356568365,80.20833333333334
46.470062555853445,78.75
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.375
46.73815907059875,79.58333333333333
46.82752457551385,79.58333333333333
36.193029490616624,96.04166666666667
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.82752457551385,79.58333333333333
46.73815907059875,79.375
49.597855227882036,77.08333333333334
36.371760500446825,93.95833333333333
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
50.04468275245755,76.25
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
51.5638963360143,72.5
49.597855227882036,77.08333333333334
33.78016085790885,100.0
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
59.33869526362824,26.666666666666668
49.597855227882036,77.08333333333334
60.768543342269886,18.333333333333332
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.597855227882036,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
33.78016085790885,100.0
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
57.81948168007149,25.208333333333332
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
49.776586237712245,77.08333333333334
41.8230563002681,83.95833333333333
49.776586237712245,77.08333333333334
48.346738159070604,81.66666666666667
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.899910634495086,83.33333333333334
47.45308310991957,84.16666666666667
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
48.168007149240395,82.5
47.98927613941019,80.20833333333334
47.98927613941019,83.33333333333334
59.15996425379804,34.791666666666664
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
47.98927613941019,83.33333333333334
49.865951742627345,83.125
49.865951742627345,83.125
49.865951742627345,83.125
50.04468275245755,80.83333333333333
51.027703306523684,69.16666666666667
49.865951742627345,83.125
49.865951742627345,83.125
49.865951742627345,83.125
49.865951742627345,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
50.22341376228776,83.125
51.027703306523684,81.66666666666667
51.027703306523684,81.66666666666667
50.402144772117964,83.54166666666667
50.402144772117964,85.0
50.402144772117964,83.54166666666667
44.68275245755138,88.95833333333333
50.67024128686327,83.54166666666667
43.87846291331546,51.041666666666664
50.67024128686327,83.33333333333334
50.67024128686327,83.54166666666667
50.67024128686327,83.54166666666667
50.67024128686327,83.33333333333334
50.67024128686327,83.54166666666667
50.67024128686327,83.54166666666667
50.67024128686327,83.33333333333334
50.67024128686327,83.54166666666667
50.67024128686327,83.33333333333334
50.312779267202856,84.58333333333333
50.312779267202856,84.58333333333333
50.312779267202856,84.58333333333333
43.96782841823057,49.375
50.312779267202856,84.58333333333333
50.312779267202856,84.58333333333333
51.027703306523684,75.20833333333333
50.04468275245755,84.58333333333333
50.312779267202856,84.58333333333333
50.22341376228776,86.04166666666667
50.312779267202856,84.375
50.312779267202856,84.58333333333333
42.18051831992851,95.0
50.312779267202856,84.58333333333333
50.312779267202856,84.58333333333333
50.04468275245755,84.58333333333333
57.10455764075068,49.166666666666664
